ID,State,Date,Day_of_Week,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response
166146,Georgia,2024-01-01 17:29:10,Monday,Rainy,Snowy,Daylight,Rural,Roundabout,Cyclist involved,Truck,Young Adult,4,2,51.0,7.26728308,9.567445331,144.8414503,4.123439445,0.332778466,9.0,21.96631168
165623,Georgia,2024-01-02 20:35:47,Wednesday,Snowy,Muddy,Night,Freeway,Intersection,Side collision,Bicycle,Teenager,4,3,35.0,9.346046548,8.258685829,917.0094034,5.68370775,0.520598577,89.0,23.07380215
166064,Georgia,2024-01-03 21:33:37,Friday,Snowy,Muddy,Dawn,Freeway,Underpass,Side collision,Car,Teenager,3,0,66.0,1.199866395,2.919203921,256.7037379,6.537440033649001,0.734548433,4.0,17.498543705
165657,Georgia,2024-01-03 23:35:42,Saturday,Stormy,Muddy,Dawn,Highway,Roundabout,Rollover,Truck,Teenager,3,1,50.144131777625255,2.533093605,7.477164048,484.6488732,5.868053309,0.162090757,41.0,7.80776772
166578,Georgia,2024-01-04 22:39:08,Thursday,Foggy,Snowy,Daylight,Rural,Underpass,Rear-end collision,Motorcycle,Young Adult,2,2,47.0,2.731202313,4.548274779,252.8664852,4.5554309,0.271099464,34.0,15.35701667
165624,Georgia,2024-01-07 10:46:37,Saturday,Foggy,Icy,Dusk,Urban,Intersection,Pedestrian involved,Pedestrian,Teenager,3,1,37.0,4.711727498,0.411106201,124.543892,8.194232254,0.178142656,17.0,9.298544101
165701,Georgia,2024-01-15 20:21:04,Saturday,Stormy,Icy,Dusk,Street,Intersection,Rear-end collision,Bicycle,Senior,4,0,40.0,7.769802233,6.798474766,675.351648,4.420816578,0.428923433,48.0,29.12110647
166920,Georgia,2024-01-15 21:04:34,Monday,Rainy,Snowy,Daylight,Highway,Intersection,Cyclist involved,Motorcycle,Teenager,2,3,35.0,9.995252616,7.005838196,390.2909048,6.537440033649001,0.629804432,83.0,27.63841212
166943,Georgia,2024-01-17 03:03:43,Wednesday,Rainy,Muddy,Dusk,Street,T-Junction,Side collision,Car,Adult,1,3,50.0,8.478091829,5.165995594,288.431714,3.950622242,0.455249986,83.0,10.63894042
167009,Georgia,2024-01-18 11:53:33,Tuesday,Foggy,Muddy,Dawn,Highway,Roundabout,Pedestrian involved,Bicycle,Young Adult,4,2,61.0,5.207051868,6.547423701,154.3646492,7.454708734,0.847418905,64.0,6.535918237
166938,Georgia,2024-01-19 16:48:46,Sunday,Rainy,Muddy,Dawn,Street,Underpass,Head-on collision,Car,Teenager,4,0,33.0,5.226441747,5.728813225,567.2380898,7.302973952,0.462069166,79.0,17.498543705
166724,Georgia,2024-01-26 23:49:53,Sunday,Stormy,Wet,Dawn,Freeway,Roundabout,Side collision,Bicycle,Teenager,1,2,53.0,7.290080395,8.059225413,695.8783515,4.946540785,0.671475166,47.0,25.03085602
165746,Georgia,2024-01-28 03:35:40,Saturday,Foggy,Muddy,Daylight,Street,Overpass,Head-on collision,Motorcycle,Young Adult,2,2,54.0,7.571399062,0.832450865,846.1233798,4.117987133,0.112924088,73.0,20.74897936
166049,Georgia,2024-01-30 06:15:12,Friday,Foggy,Dry,Dusk,Urban,Intersection,Cyclist involved,Truck,Young Adult,2,0,49.0,0.344268116,7.828559882,591.0722043,9.074415314,0.374577624,36.0,21.54935381
165500,Georgia,2024-01-31 03:50:27,Wednesday,Foggy,Muddy,Daylight,Street,Overpass,Cyclist involved,Truck,Teenager,1,0,65.0,3.982682622,4.578181952,280.5431561,5.034720633,0.348117049,49.0,10.02149681
167010,Georgia,2024-01-31 23:56:20,Sunday,Snowy,Snowy,Night,Rural,Overpass,Head-on collision,Car,Adult,2,3,56.0,5.26200025,9.115113709,368.9527606,5.276878443,0.849215459,28.0,21.91394881
165837,Georgia,2024-02-03 05:36:43,Friday,Snowy,Dry,Dusk,Rural,Intersection,Cyclist involved,Truck,Teenager,5,2,70.0,2.563037075,2.187370893,193.673069,3.7162352,0.261380095,83.0,24.01522853
165610,Georgia,2024-02-03 19:09:24,Thursday,Rainy,Snowy,Dawn,Street,Roundabout,Pedestrian involved,Motorcycle,Adult,3,2,52.0,8.64690839,4.730274297,916.505647,8.848860489,0.67697827,29.0,27.33379608
166649,Georgia,2024-02-08 15:19:56,Thursday,Foggy,Icy,Daylight,Urban,Intersection,Side collision,Bicycle,Teenager,3,0,59.0,7.511906211,4.063037061,419.6393576,6.537440033649001,0.685759883,54.0,17.72678188
165713,Georgia,2024-02-15 12:37:07,Thursday,Sunny,Muddy,Daylight,Highway,Underpass,Pedestrian involved,Pedestrian,Young Adult,4,1,45.0,4.726869916,7.455563985,312.8640565,6.537440033649001,0.586202122,49.0,13.60864959
165512,Georgia,2024-02-17 02:16:19,Wednesday,Snowy,Snowy,Dusk,Rural,Intersection,Side collision,Pedestrian,Teenager,4,2,39.0,7.145168069,9.727447602,843.8422441,6.167347028,0.692664193,87.0,18.31579042
166534,Georgia,2024-02-17 05:12:57,Thursday,Stormy,Icy,Daylight,Highway,Roundabout,Rollover,Truck,Adult,4,1,51.0,5.559206435,1.362255918,232.252003,6.537440033649001,0.759228161,37.0,24.04766883
165475,Georgia,2024-02-20 16:40:10,Tuesday,Rainy,Icy,Night,Street,Intersection,Side collision,Truck,Senior,1,3,48.0,7.185300682,4.777826327,592.2312636,6.537440033649001,0.608795468,66.0,17.498543705
166553,Georgia,2024-02-20 18:44:01,Saturday,Sunny,Icy,Dusk,Freeway,Underpass,Pedestrian involved,Truck,Young Adult,1,2,57.0,3.306986553,7.877236474,329.7266928,6.134695365,0.269326334,63.0,10.82173032
166725,Georgia,2024-02-21 05:48:03,Sunday,Snowy,Dry,Night,Rural,T-Junction,Head-on collision,Pedestrian,Teenager,4,3,68.0,8.599005144,3.654010423,370.4324734,8.48466163,0.4718231,82.0,11.73749862
166870,Georgia,2024-02-22 06:46:51,Friday,Stormy,Dry,Dusk,Street,Intersection,Cyclist involved,Pedestrian,Young Adult,4,1,68.0,9.836261375,5.693069051,702.8369789,4.346565803,0.908404142,93.0,13.33224319
165824,Georgia,2024-02-25 17:29:49,Sunday,Stormy,Wet,Dusk,Street,Crossroads,Side collision,Bicycle,Adult,4,2,64.0,7.846709217,2.509812313,421.0122531,5.18877702,0.119399814,49.0,29.4682487
165853,Georgia,2024-02-25 23:00:39,Tuesday,Sunny,Snowy,Night,Highway,Roundabout,Pedestrian involved,Motorcycle,Teenager,5,1,42.0,9.798001062,6.92458783,501.2954376,6.328992182,0.475236608,7.0,17.498543705
165777,Georgia,2024-02-27 06:22:07,Saturday,Sunny,Snowy,Dawn,Rural,Roundabout,Rear-end collision,Car,Young Adult,3,0,50.144131777625255,3.255199202,8.610584957,645.6038308,3.797394345,0.72241209,63.0,6.108926433
165543,Georgia,2024-02-27 10:46:06,Monday,Stormy,Icy,Daylight,Highway,Intersection,Cyclist involved,Truck,Senior,5,2,67.0,8.723685839,8.70548998,796.4015676,9.537236509,0.402866833,7.0,22.40520149
165461,Georgia,2024-02-27 15:14:09,Wednesday,Stormy,Muddy,Dusk,Rural,Intersection,Side collision,Bicycle,Young Adult,4,1,50.0,1.89621875,3.36545167,787.2267723,6.537440033649001,0.86016607,83.0,5.473219721
166591,Georgia,2024-02-28 09:07:09,Friday,Rainy,Icy,Dusk,Urban,Intersection,Cyclist involved,Bicycle,Senior,5,3,46.0,2.803089601,5.265011763,738.1195189,6.537440033649001,0.340335343,49.0,25.85150471
166778,Hawaii,2024-01-01 15:35:01,Monday,Sunny,Snowy,Dawn,Urban,T-Junction,Head-on collision,Motorcycle,Adult,1,3,60.0,9.709424727,3.217397326,306.1794159,3.554083198,0.828694311,54.0,29.0492074
165501,Hawaii,2024-01-01 20:36:04,Tuesday,Stormy,Icy,Dawn,Freeway,T-Junction,Cyclist involved,Motorcycle,Adult,4,0,56.0,7.268690355,7.273092887,456.9481743,7.531804194,0.353318065,19.0,14.33066433
167006,Hawaii,2024-01-02 23:05:35,Tuesday,Rainy,Icy,Daylight,Freeway,Crossroads,Side collision,Bicycle,Adult,1,2,34.0,3.538265467,4.984411045,158.1964887,6.166973778,0.193026993,83.0,16.24196895
166952,Hawaii,2024-01-04 00:28:56,Friday,Rainy,Snowy,Dawn,Urban,Intersection,Run-off-road,Truck,Adult,4,1,37.0,4.145218515,0.100520473,411.985466,6.666042989,0.298197922,49.0,14.98160316
166525,Hawaii,2024-01-05 18:29:05,Wednesday,Snowy,Dry,Night,Rural,Crossroads,Side collision,Motorcycle,Young Adult,1,0,36.0,6.277691587,4.425868461,149.9696908,7.870154492,0.822921876,14.0,22.08466758
165798,Hawaii,2024-01-06 11:42:44,Friday,Sunny,Icy,Night,Urban,Crossroads,Rollover,Truck,Young Adult,1,1,39.0,5.826124851,4.03053846,666.4652689,9.557814778,0.672335258,49.0,26.9770632
166350,Hawaii,2024-01-06 18:38:43,Sunday,Foggy,Wet,Night,Freeway,T-Junction,Cyclist involved,Motorcycle,Adult,5,1,42.0,9.536560998,9.036521569,299.9951325,8.170447008,0.248490812,58.0,17.498543705
166169,Hawaii,2024-01-07 12:51:41,Friday,Stormy,Dry,Night,Rural,Roundabout,Head-on collision,Bicycle,Senior,1,3,56.0,2.493456655,8.76349278,702.5884799,3.66425891,0.536099405,36.0,17.498543705
166547,Hawaii,2024-01-08 19:36:17,Friday,Stormy,Muddy,Dusk,Street,Roundabout,Rear-end collision,Truck,Adult,3,3,43.0,2.638183787,6.38474399,246.6701322,8.071984822,0.303032595,15.0,23.30640439
166620,Hawaii,2024-01-09 12:47:44,Monday,Foggy,Snowy,Night,Freeway,Crossroads,Side collision,Truck,Adult,3,1,42.0,2.663488866,9.666694797,749.1943759,6.525698763,0.679083646,44.0,21.76160006
165668,Hawaii,2024-01-11 00:23:20,Saturday,Foggy,Dry,Daylight,Highway,Crossroads,Cyclist involved,Motorcycle,Young Adult,4,0,51.0,9.177307693,2.233486993,834.4104946,6.537440033649001,0.401580542,97.0,18.90619237
165665,Hawaii,2024-01-12 23:19:21,Sunday,Stormy,Wet,Dawn,Street,Crossroads,Side collision,Truck,Senior,4,1,53.0,5.836484436,7.060917685,926.6230439,6.375813927,0.855920021,24.0,10.52653736
165471,Hawaii,2024-01-13 17:00:22,Monday,Stormy,Wet,Dawn,Highway,Intersection,Rollover,Motorcycle,Senior,4,3,58.0,9.170899192,0.743150771,511.3588314,7.159819936,0.519232061,88.0,14.66676311
166355,Hawaii,2024-01-14 01:38:34,Monday,Rainy,Wet,Daylight,Rural,T-Junction,Head-on collision,Bicycle,Adult,3,3,61.0,8.100919255,7.307634318,170.6444735,9.765406027,0.597463824,16.0,29.18145834
166528,Hawaii,2024-01-14 23:28:41,Monday,Snowy,Muddy,Daylight,Urban,Crossroads,Pedestrian involved,Car,Senior,2,3,50.144131777625255,1.429456168,2.599063084,771.9913436,7.229018711,0.161553055,50.0,21.19090337
165436,Hawaii,2024-01-15 03:23:47,Sunday,Snowy,Icy,Daylight,Street,Intersection,Run-off-road,Car,Senior,5,0,59.0,6.976968332,2.33446816,842.4410192,4.351822374,0.195811069,49.0,6.595035957
166246,Hawaii,2024-01-16 07:58:17,Wednesday,Sunny,Muddy,Daylight,Urban,Crossroads,Head-on collision,Truck,Young Adult,3,3,63.0,6.037099274,1.252063026,928.3688735,6.537440033649001,0.944167691,13.0,27.42634219
165821,Hawaii,2024-01-17 20:48:09,Wednesday,Snowy,Muddy,Daylight,Urban,Intersection,Run-off-road,Truck,Teenager,4,3,44.0,9.112348558,2.632630046,641.8270689,8.669760132,0.983354768,100.0,10.98246221
165482,Hawaii,2024-01-19 02:08:00,Friday,Stormy,Icy,Dawn,Street,Overpass,Head-on collision,Motorcycle,Adult,3,3,62.0,1.083707454,7.668953309,654.6885301,8.576086852,0.788828905,11.0,13.10374567
166323,Hawaii,2024-01-21 04:20:10,Sunday,Stormy,Snowy,Dusk,Street,Roundabout,Run-off-road,Truck,Teenager,1,0,49.0,8.887823128,1.263100437,885.3354903,6.481430353,0.942359032,94.0,5.306878723
166670,Hawaii,2024-01-22 00:05:45,Thursday,Sunny,Dry,Daylight,Highway,Crossroads,Cyclist involved,Pedestrian,Senior,2,3,34.0,8.807155139,1.219766571,609.765578,6.736399409,0.8146238,47.0,25.42987871
165890,Hawaii,2024-01-24 04:21:16,Monday,Stormy,Snowy,Dawn,Urban,Crossroads,Side collision,Bicycle,Adult,4,2,50.144131777625255,2.772705101,7.630475758,203.0074177,3.29389745,0.639997761,16.0,26.25779471
165649,Hawaii,2024-01-26 21:19:29,Wednesday,Rainy,Snowy,Dawn,Highway,Roundabout,Head-on collision,Motorcycle,Teenager,3,3,53.0,1.002539242,3.444741518,744.0221304,7.948365471,0.466002849,95.0,24.60056725
166142,Hawaii,2024-01-27 03:02:37,Saturday,Sunny,Wet,Night,Highway,Roundabout,Head-on collision,Car,Adult,3,1,38.0,4.590968531,5.051707969,222.1581448,9.321262136,0.965045174,43.0,13.9302611
165660,Hawaii,2024-01-29 12:18:30,Saturday,Sunny,Snowy,Night,Urban,T-Junction,Head-on collision,Bicycle,Young Adult,4,1,50.0,7.402070151,0.514494022,651.7994559,4.187724361,0.798814182,48.0,24.88787503
166402,Hawaii,2024-01-30 15:25:52,Friday,Snowy,Muddy,Daylight,Street,T-Junction,Rollover,Pedestrian,Teenager,3,2,50.144131777625255,4.367036793,0.166990677,215.2972749,5.302152724,0.137426743,28.0,14.61240063
166963,Hawaii,2024-01-31 04:32:50,Thursday,Foggy,Dry,Night,Rural,Overpass,Pedestrian involved,Pedestrian,Adult,3,0,61.0,5.851252885,6.408369813,593.3468894,3.93027749,0.682440102,22.0,11.91023812
165812,Hawaii,2024-01-31 19:33:32,Wednesday,Rainy,Icy,Dawn,Urban,Roundabout,Run-off-road,Motorcycle,Senior,2,2,43.0,3.07891238,7.613286002,455.4995107,7.898288922,0.976924231,20.0,11.15227046
165680,Hawaii,2024-02-03 04:16:08,Wednesday,Rainy,Wet,Dusk,Rural,Overpass,Rear-end collision,Pedestrian,Teenager,5,0,50.0,8.428106749,3.075561267,320.6582401,6.741034183,0.289508281,31.0,14.33749994
166628,Hawaii,2024-02-03 05:12:30,Wednesday,Foggy,Snowy,Dusk,Street,Overpass,Run-off-road,Truck,Young Adult,1,3,50.0,9.832039344,9.580048467,646.1486781,5.390867105,0.341721217,26.0,24.19227822
166459,Hawaii,2024-02-03 13:11:22,Tuesday,Stormy,Dry,Dawn,Urban,Overpass,Rear-end collision,Motorcycle,Young Adult,4,2,31.0,2.281053203,4.731487908,403.2760734,6.738776716,0.303515936,96.0,17.498543705
166191,Hawaii,2024-02-03 21:56:45,Monday,Rainy,Muddy,Dawn,Freeway,Underpass,Run-off-road,Motorcycle,Adult,2,3,50.144131777625255,8.010618767,1.625326508,610.5835382,9.943629506,0.234602132,75.0,13.8738111
166001,Hawaii,2024-02-06 09:23:06,Thursday,Sunny,Wet,Dawn,Highway,Overpass,Head-on collision,Motorcycle,Adult,4,3,34.0,6.092829815,7.417728014,155.9249095,9.664850479,0.460052633,5.0,29.31690688
165966,Hawaii,2024-02-06 18:27:50,Friday,Rainy,Wet,Daylight,Street,Underpass,Side collision,Motorcycle,Adult,5,0,50.0,5.269033217,5.001724146,678.1827045,3.395940102,0.342514778,48.0,28.90103456
165499,Hawaii,2024-02-09 21:01:42,Wednesday,Stormy,Icy,Dusk,Freeway,Crossroads,Rear-end collision,Motorcycle,Adult,2,3,49.0,9.701770163,0.230519322,780.7517659,8.527477872,0.291313778,49.0,27.86733525
165679,Hawaii,2024-02-11 00:24:47,Friday,Stormy,Icy,Night,Highway,Crossroads,Rollover,Truck,Adult,1,3,59.0,6.371726885,3.404817066,391.3098371,4.27247956,0.585345681,79.0,17.14827259
166731,Hawaii,2024-02-12 10:29:57,Tuesday,Sunny,Dry,Dawn,Highway,Crossroads,Pedestrian involved,Car,Teenager,3,2,65.0,4.025213046,2.357764552,808.802011,7.142120464,0.297657577,36.0,7.906823889
165935,Hawaii,2024-02-13 15:32:37,Monday,Foggy,Icy,Daylight,Highway,Roundabout,Side collision,Motorcycle,Senior,1,3,51.0,6.875176386,0.686011369,404.3239763,4.617630697,0.664412026,49.0,25.19093608
166242,Hawaii,2024-02-14 16:50:13,Saturday,Sunny,Icy,Daylight,Urban,Underpass,Head-on collision,Truck,Teenager,4,3,36.0,3.544481928,9.665218776,162.0239129,5.352615132,0.706038718,90.0,8.001443819
166705,Hawaii,2024-02-15 20:39:25,Tuesday,Snowy,Muddy,Daylight,Street,Crossroads,Rollover,Pedestrian,Senior,1,3,67.0,2.682106078,5.616828868,697.3605095,8.127286402,0.719571063,100.0,24.69935616
166387,Hawaii,2024-02-17 04:01:34,Monday,Foggy,Snowy,Daylight,Urban,Intersection,Side collision,Bicycle,Senior,5,0,43.0,2.299308731,6.941443994,415.1947812,9.050764223,0.818616694,94.0,29.26360952
166094,Hawaii,2024-02-19 18:03:14,Monday,Stormy,Snowy,Dusk,Street,Underpass,Cyclist involved,Bicycle,Adult,4,1,58.0,0.129896016,7.719049241,738.6058748,7.164853855,0.324375159,23.0,24.63514899
166676,Hawaii,2024-02-21 23:28:42,Wednesday,Stormy,Dry,Dawn,Freeway,T-Junction,Rear-end collision,Truck,Teenager,4,0,49.0,0.272101432,8.366847827,770.9881075,8.492669783,0.14162435,42.0,24.63987339
166051,Hawaii,2024-02-24 09:55:18,Tuesday,Stormy,Dry,Night,Urban,Roundabout,Rear-end collision,Pedestrian,Senior,2,2,41.0,8.54276312,1.756429797,527.5678497,3.248173188,0.780092375,41.0,17.96586898
165997,Hawaii,2024-02-25 05:50:48,Tuesday,Stormy,Icy,Dawn,Street,T-Junction,Run-off-road,Bicycle,Young Adult,1,0,31.0,7.398824254,4.682058716,160.3976647,6.84417161,0.990420225,66.0,5.955877915
166693,Hawaii,2024-02-25 10:12:43,Tuesday,Foggy,Muddy,Dusk,Highway,Overpass,Side collision,Truck,Teenager,4,2,48.0,6.943813078,8.125203598,764.0449804,7.237898127,0.487032092,35.0,16.06997311
166984,Hawaii,2024-02-27 20:01:27,Sunday,Foggy,Icy,Dawn,Urban,Crossroads,Rollover,Motorcycle,Adult,3,3,54.0,7.963903474,6.472610949,594.8488451,8.596319392,0.52232557,35.0,12.41888185
166596,Idaho,2024-01-01 02:04:20,Wednesday,Sunny,Wet,Dusk,Urban,Roundabout,Rollover,Truck,Adult,4,3,69.0,8.224225592,3.579589991,419.3401986,9.815915443,0.615784146,49.0,22.18842032
166668,Idaho,2024-01-01 16:56:05,Sunday,Snowy,Muddy,Night,Highway,Underpass,Rear-end collision,Car,Senior,1,0,35.0,6.930017376,6.770679095,235.0294274,6.92446409,0.52537002,49.0,6.878075862
165658,Idaho,2024-01-03 07:56:30,Saturday,Snowy,Icy,Night,Street,Overpass,Run-off-road,Motorcycle,Adult,1,0,50.144131777625255,0.321836268,4.141244487,389.0674252,3.509089832,0.342834629,34.0,9.736509478
166989,Idaho,2024-01-04 20:32:41,Tuesday,Sunny,Snowy,Dawn,Rural,T-Junction,Pedestrian involved,Motorcycle,Teenager,2,3,68.0,7.443435741,4.638688462,641.8108261,4.659294441,0.778186049,96.0,6.394800391
166123,Idaho,2024-01-06 16:15:10,Tuesday,Sunny,Icy,Night,Highway,Roundabout,Cyclist involved,Pedestrian,Teenager,4,2,69.0,9.228995965,1.964062276,401.5421215,9.66540616,0.265585386,49.0,22.29878834
166853,Idaho,2024-01-06 21:28:00,Saturday,Rainy,Wet,Night,Freeway,Intersection,Rear-end collision,Motorcycle,Teenager,1,1,32.0,9.347619067,5.39349004,450.8280559,5.31560094,0.763194583,7.0,14.77129433
166248,Idaho,2024-01-07 10:21:35,Sunday,Rainy,Wet,Night,Rural,Overpass,Run-off-road,Truck,Adult,2,3,40.0,9.802068815,9.785440906,647.5764499,8.132287706,0.352063912,16.0,19.89969671
165536,Idaho,2024-01-11 04:01:32,Saturday,Snowy,Wet,Night,Rural,Underpass,Rollover,Bicycle,Teenager,4,1,65.0,8.544481393,7.940191685,412.8326283,7.53346246,0.686542796,75.0,22.18413163
166036,Idaho,2024-01-13 00:29:45,Monday,Foggy,Dry,Dawn,Rural,Crossroads,Pedestrian involved,Car,Senior,1,1,65.0,6.492081197,7.159521229,680.8175952,5.360995813,0.614102589,17.0,28.47809026
166513,Idaho,2024-01-13 17:16:59,Friday,Rainy,Wet,Daylight,Rural,Overpass,Rear-end collision,Truck,Adult,4,1,43.0,0.898982247,5.882345145,292.5869427,9.383106498,0.736524721,44.0,22.64137028
165978,Idaho,2024-01-14 19:54:21,Monday,Rainy,Icy,Daylight,Street,Crossroads,Head-on collision,Pedestrian,Young Adult,3,1,60.0,2.100370558,3.367200391,739.2643712,8.118780316,0.302809124,49.0,19.64987261
165603,Idaho,2024-01-19 14:27:21,Saturday,Stormy,Icy,Dusk,Freeway,Crossroads,Head-on collision,Motorcycle,Young Adult,3,0,50.144131777625255,8.614924708,4.879632152,956.1660453,3.003123638,0.516469568,53.0,23.74980053
166280,Idaho,2024-01-20 17:29:31,Sunday,Foggy,Icy,Dusk,Urban,Underpass,Rollover,Motorcycle,Teenager,5,2,48.0,0.46769676,2.364504107,210.6602708,7.0837965,0.527510588,37.0,26.48472731
166777,Idaho,2024-01-30 14:25:35,Sunday,Snowy,Icy,Dawn,Rural,T-Junction,Rear-end collision,Car,Teenager,5,0,69.0,6.442620165,8.683575649,382.6696931,4.515363558,0.758580929,27.0,21.26715311
165681,Idaho,2024-01-31 00:32:52,Saturday,Foggy,Icy,Night,Rural,Roundabout,Run-off-road,Car,Young Adult,5,0,49.0,5.697980193,6.525335283,499.5309775,7.888238655,0.976205038,49.0,24.26458025
166595,Idaho,2024-02-05 23:58:08,Monday,Snowy,Wet,Night,Street,Overpass,Rear-end collision,Bicycle,Young Adult,3,2,38.0,0.193765182,4.673591696,292.6070115,8.253620675,0.456949748,41.0,19.5844994
166216,Idaho,2024-02-06 18:08:46,Monday,Stormy,Icy,Dusk,Urban,Crossroads,Side collision,Truck,Young Adult,1,0,65.0,0.408507785,5.783671799,781.7178231,4.899256349,0.448106968,16.0,11.29792104
165463,Idaho,2024-02-07 21:45:35,Monday,Rainy,Wet,Dawn,Freeway,T-Junction,Pedestrian involved,Bicycle,Teenager,2,3,36.0,1.401499314,7.815671457,487.3809882,3.051074734,0.100261016,40.0,17.498543705
165596,Idaho,2024-02-08 01:54:44,Saturday,Sunny,Wet,Night,Street,Overpass,Side collision,Motorcycle,Adult,3,0,50.144131777625255,0.625393745,3.203004466,369.7705276,8.127919307,0.316323006,42.0,28.53473052
165487,Idaho,2024-02-12 06:00:48,Sunday,Rainy,Muddy,Dawn,Freeway,T-Junction,Cyclist involved,Pedestrian,Adult,5,2,50.0,2.588331586,5.457915297,412.7140148,5.456640344,0.195826559,37.0,22.26196033
165926,Idaho,2024-02-14 00:13:26,Thursday,Stormy,Icy,Night,Street,Overpass,Cyclist involved,Motorcycle,Adult,2,2,60.0,9.854361021,9.848566653,811.9455605,9.233539967,0.448503625,93.0,5.856897123
166919,Idaho,2024-02-15 16:33:55,Thursday,Snowy,Snowy,Dusk,Street,Crossroads,Run-off-road,Truck,Adult,5,3,50.144131777625255,1.372908916,7.754086923,402.5715697,4.385259549,0.104044197,49.0,8.386064522
166437,Idaho,2024-02-17 13:12:47,Thursday,Stormy,Icy,Daylight,Freeway,Overpass,Rollover,Truck,Adult,2,1,50.144131777625255,3.050008633,0.229586798,298.418734,6.537440033649001,0.174189839,53.0,5.565012763
165447,Idaho,2024-02-19 06:07:43,Saturday,Snowy,Wet,Dusk,Freeway,Underpass,Head-on collision,Pedestrian,Young Adult,3,3,69.0,5.028102823,5.763674943,382.1112097,4.272399901,0.740485894,50.0,20.51847352
166395,Idaho,2024-02-20 15:42:32,Wednesday,Snowy,Wet,Daylight,Highway,Overpass,Side collision,Bicycle,Senior,5,2,30.0,6.836692233,8.000774996,801.9119302,4.367576975,0.782630054,94.0,7.223389612
166843,Idaho,2024-02-23 01:42:11,Sunday,Snowy,Wet,Dawn,Freeway,Overpass,Cyclist involved,Motorcycle,Senior,2,3,49.0,9.621105684,6.788713276,451.0780876,8.631515018,0.610777089,49.0,22.58633003
166068,Idaho,2024-02-24 04:53:35,Saturday,Snowy,Wet,Dawn,Freeway,Overpass,Rear-end collision,Car,Young Adult,5,3,49.0,0.461833001,3.180139748,347.9499626,4.742245796,0.735025249,0.0,18.67212264
166749,Idaho,2024-02-25 23:36:01,Friday,Snowy,Muddy,Night,Street,Underpass,Run-off-road,Pedestrian,Teenager,3,1,53.0,3.422941044,6.325618206,579.4650934,9.108929787,0.761737667,32.0,7.513080809
166208,Idaho,2024-02-27 05:04:00,Thursday,Rainy,Icy,Dawn,Highway,Overpass,Rollover,Bicycle,Adult,3,2,43.0,6.048521765,3.877015786,950.6369,4.929275569,0.845278299,77.0,18.92562506
166651,Illinois,2024-01-05 19:30:35,Wednesday,Stormy,Icy,Dawn,Freeway,Overpass,Rollover,Car,Young Adult,2,3,30.0,9.435822565,8.041520719,593.9388732,4.27665612,0.290188511,79.0,21.67595233
166602,Illinois,2024-01-08 21:49:13,Thursday,Foggy,Snowy,Daylight,Urban,Intersection,Cyclist involved,Bicycle,Adult,5,2,49.0,6.900177521,1.178537368,862.1190503,8.969665002,0.555634876,48.0,16.19674492
166268,Illinois,2024-01-09 01:33:18,Thursday,Foggy,Muddy,Dusk,Urban,Intersection,Head-on collision,Pedestrian,Young Adult,2,1,66.0,8.923512225,9.935239057,505.1654717,5.491789141,0.94656545,57.0,26.26383051
165928,Illinois,2024-01-15 08:52:04,Sunday,Snowy,Icy,Dawn,Freeway,Roundabout,Pedestrian involved,Car,Adult,3,1,61.0,8.563894511,2.710803678,409.0141022,6.303722728,0.296544274,40.0,17.80933883
166584,Illinois,2024-01-18 19:08:55,Monday,Snowy,Snowy,Night,Street,Overpass,Side collision,Car,Teenager,4,1,50.144131777625255,6.522513844,3.715531667,856.9297554,8.703587132,0.293143344,62.0,6.994951102
165882,Illinois,2024-01-20 18:38:10,Monday,Rainy,Snowy,Dusk,Street,Intersection,Cyclist involved,Car,Young Adult,1,0,50.144131777625255,1.258060565,6.150004747,277.4602411,4.670070668,0.259070607,99.0,24.50355501
165794,Illinois,2024-01-21 07:39:07,Sunday,Stormy,Icy,Dawn,Urban,Intersection,Head-on collision,Truck,Teenager,2,3,40.0,0.922405658,3.621837887,558.5787252,7.810080772,0.314463226,32.0,17.498543705
166931,Illinois,2024-01-23 12:35:55,Sunday,Stormy,Snowy,Night,Street,Overpass,Pedestrian involved,Pedestrian,Young Adult,1,1,46.0,2.734975957,6.889241773,602.8741413,7.360860362,0.885040055,25.0,11.7975663
166310,Illinois,2024-01-25 00:04:18,Friday,Sunny,Wet,Night,Urban,Overpass,Side collision,Car,Young Adult,5,3,45.0,8.642851125,5.657193952,119.654011,8.193181166,0.800885784,4.0,28.97780452
166690,Illinois,2024-01-25 01:24:49,Thursday,Foggy,Muddy,Dusk,Highway,Overpass,Head-on collision,Pedestrian,Teenager,4,2,63.0,3.61578438,4.978061212,707.6732956,8.123029466,0.660934695,4.0,16.50228553
165548,Illinois,2024-01-25 11:53:07,Friday,Snowy,Dry,Dawn,Urban,Intersection,Side collision,Truck,Young Adult,1,3,39.0,5.673548181,3.754676061,556.7161931,7.892762532,0.534989138,47.0,27.42115794
